,Timestamp,Latency,Cost,Reliability,PredLatency,predCost,predReliability
0,0,1.265952452,13.96396395,1,2.952497249,31.2084539,1
1,1762.557272,1.224882309,16.34491635,1,1.867277492,16.0809135,1
2,1787.950629,0.037632463,13.06306305,1,2.20999015,34.72929052,1
3,38664.26656,0.271759325,16.4092664,1,0.702525739,34.0664378,1
4,38916.14088,0.676725268,16.47361645,1,2.352333724,21.65572609,1
5,81828.77476,2.163870698,2.1235521,1,1.219287082,24.40834664,1
6,83913.61456,0.577708621,16.7953668,1,0.68907594,9.981041756,1
7,83949.4879,1.388902914,17.37451735,1,2.105406662,12.97396547,1
8,120933.3984,1.361164339,16.7310167,1,1.251864501,7.405448859,1
9,121188.5713,0.4266703,16.6023166,1,1.622255467,29.75649085,1
10,153827.2064,2.126644245,2.63835265,1,1.473739959,32.18276712,1
11,155728.4756,0.568781957,16.4092664,1,2.955469451,20.83655448,1
12,155751.0913,1.2671016,16.28056625,1,1.897505027,18.59948826,1
13,191945.7008,0.958907273,16.4092664,1,2.597147769,32.65179135,1
14,192198.658,0.05533346,16.28056625,1,0.880428882,23.70674147,1
15,227908.9559,2.966627599,3.024453,1,2.544701117,3.687778491,1
16,229932.3217,0.958959599,16.34491635,1,2.116867941,10.86733796,1
17,229960.7222,0.292590972,16.28056625,1,2.441522833,7.967369235,1
18,266935.1655,0.235844139,16.4092664,1,1.436533807,13.61828165,1
19,267846.0317,1.342954481,16.9240669,1,0.339587113,19.54595124,1
20,281824.8436,2.387946519,5.984556,1,2.473337967,1.477477312,1
21,283616.0568,0.749143824,16.28056625,1,1.529146529,34.84469937,1
22,283639.3827,0.16153327,19.4980695,1,1.2043602,16.96495163,1
23,321927.4417,2.281466047,16.6023166,1,1.101499596,31.13790313,1
24,86721496.68,2.314940154,14.67181465,1,0.815968332,5.234044763,1
25,86762003.02,1.623352968,4.1184041,1,2.070041806,5.119940045,1
26,86764030.68,2.902349076,16.2162162,1,2.110481932,3.80821128,1
27,86764059.71,1.08177011,17.76061775,1,1.862947666,26.83198994,1
28,86802499.93,2.221628811,16.34491635,1,1.103498491,10.8415669,1
29,86802752.77,2.046915181,16.47361645,1,2.397029553,23.75524372,1
30,86836968.14,1.663605345,2.05920205,1,1.118342877,33.69422539,1
