i,Timestamp,Latency,Cost,Reliability,predLatency,predCost,predReliability
0,0.0,0.2660305,13.96396395,1,0.13301525,6.981981975,1
1,1762.5572719999998,0.08171075,16.34491635,1,0.040855375,8.172458175,1
2,1787.950629,0.00117,13.06306305,1,0.000585,6.531531525,1
3,38664.266560000004,1.7267531999999999,16.4092664,1,0.8633765999999999,8.2046332,1
4,38916.14088,0.011759200000000001,16.47361645,1,0.0058796000000000005,8.236808225,1
5,81828.77476,2.01422855,2.1235521,1,1.007114275,1.06177605,1
6,83913.61456,0.0966012,16.7953668,1,0.0483006,8.3976834,1
7,83949.4879,0.001645,17.37451735,1,0.0008225,8.687258675,1
8,120933.3984,1.73658435,16.731016699999998,1,0.868292175,8.365508349999999,1
9,121188.5713,0.01191085,16.602316599999998,1,0.005955425,8.301158299999999,1
10,153827.2064,1.52833175,2.63835265,1,0.764165875,1.319176325,1
11,155728.4756,0.08808785,16.4092664,1,0.044043925,8.2046332,1
12,155751.0913,0.0010400000000000001,16.28056625,1,0.0005200000000000001,8.140283125,1
13,191945.7008,1.6996354,16.4092664,1,0.8498177,8.2046332,1
14,192198.658,0.0118258,16.28056625,1,0.0059129,8.140283125,1
15,227908.9559,1.6721650000000001,3.024453,1,0.8360825000000001,1.5122265,1
16,229932.3217,0.09362715,16.34491635,1,0.046813575,8.172458175,1
17,229960.7222,0.0013050000000000002,16.28056625,1,0.0006525000000000001,8.140283125,1
18,266935.1655,1.7361427,16.4092664,1,0.86807135,8.2046332,1
19,267846.0317,0.0120375,16.9240669,1,0.00601875,8.46203345,1
20,281824.8436,0.6851341,5.9845559999999995,1,0.34256705,2.9922779999999998,1
21,283616.0568,0.08302310000000002,16.28056625,1,0.04151155000000001,8.140283125,1
22,283639.3827,0.001075,19.4980695,1,0.0005375,9.74903475,1
23,321927.4417,1.76323595,16.602316599999998,1,0.881617975,8.301158299999999,1
24,86721496.68,0.01417885,14.67181465,1,0.007089425,7.335907325,1
25,86762003.02,1.90155205,4.118404099999999,1,0.950776025,2.0592020499999997,1
26,86764030.68,0.09398089999999999,16.216216199999998,1,0.046990449999999996,8.108108099999999,1
27,86764059.71,0.00133,17.76061775,1,0.000665,8.880308875,1
28,86802499.93,1.79997055,16.34491635,1,0.899985275,8.172458175,1
29,86802752.77,0.011788799999999999,16.47361645,1,0.005894399999999999,8.236808225,1
30,86836968.14,1.6069719,2.05920205,1,0.80348595,1.029601025,1
31,86838774.83,0.08373565,16.34491635,1,0.041867825,8.172458175,1
32,86838802.09,0.001255,13.06306305,1,0.0006275,6.531531525,1
33,86876013.91,1.7472668000000002,16.731016699999998,1,0.8736334000000001,8.365508349999999,1
34,86876281.37,0.01247905,16.602316599999998,1,0.006239525,8.301158299999999,1
35,86897206.2,0.9798228000000001,4.05405405,1,0.48991140000000005,2.027027025,1
36,86899010.51,0.08350535,16.28056625,1,0.041752675,8.140283125,1
37,86899033.7,0.001065,19.4980695,1,0.0005325,9.74903475,1
38,86936936.16,1.74300775,16.47361645,1,0.871503875,8.236808225,1
39,173336403.2,0.011620700000000001,15.76576575,1,0.005810350000000001,7.882882875,1
40,173342845.1,0.30164925,13.706563699999998,1,0.150824625,6.853281849999999,1
41,173344827.8,0.09200175,16.34491635,1,0.046000875,8.172458175,1
42,173344850.1,0.001025,13.06306305,1,0.0005125,6.531531525,1
43,173381271.5,1.7054527,16.7953668,1,0.85272635,8.3976834,1
44,173384329.5,0.14316825,1.8018018,1,0.071584125,0.9009009,1
45,173968342.8,27.39500395,0.57915055,0,13.697501975,0.289575275,0
46,173996275.8,0.67146055,3.7323037000000006,1,0.335730275,1.8661518500000003,1
47,173998794.2,0.08356419999999999,16.34491635,1,0.041782099999999996,8.172458175,1
48,260398379.3,0.001085,14.47876445,1,0.0005425,7.239382225,1
49,260437352.4,1.8379218000000002,16.47361645,1,0.9189609000000001,8.236808225,1
50,260437601.1,1.9350923,16.28056625,1,0.96754615,8.140283125,1
51,260472610.0,0.8461271999999999,3.024453,1,0.42306359999999993,1.5122265,1
52,260474712.4,0.09739895,16.4092664,1,0.048699475,8.2046332,1
53,260474737.2,0.0011300000000000001,13.06306305,1,0.0005650000000000001,6.531531525,1
54,260512584.4,1.77220985,16.731016699999998,1,0.886104925,8.365508349999999,1
55,260512847.7,1.8841674,16.731016699999998,1,0.9420837,8.365508349999999,1
56,260527678.9,0.347585,5.85585585,1,0.1737925,2.927927925,1
57,260529355.7,0.09139995,16.34491635,1,0.045699975,8.172458175,1
58,260529608.1,0.001155,13.06306305,1,0.0005775,6.531531525,1
59,260568022.5,1.82060495,16.47361645,1,0.910302475,8.236808225,1
60,260568303.8,1.92726055,16.4092664,1,0.963630275,8.2046332,1
61,260607706.3,0.93413095,3.28185325,1,0.467065475,1.640926625,1
62,260609512.4,0.0835928,16.34491635,1,0.0417964,8.172458175,1
63,260609535.1,0.001045,14.47876445,1,0.0005225,7.239382225,1
64,260647264.6,1.77150715,16.731016699999998,1,0.885753575,8.365508349999999,1
65,260647547.9,1.8704223000000002,16.731016699999998,1,0.9352111500000001,8.365508349999999,1
66,260688293.9,0.99779055,1.54440155,1,0.498895275,0.772200775,1
67,260690298.3,0.09302250000000001,16.28056625,1,0.046511250000000004,8.140283125,1
68,260690323.0,0.001135,14.47876445,1,0.0005675,7.239382225,1
69,260727724.7,1.75615875,16.4092664,1,0.878079375,8.2046332,1
70,260727975.0,1.8629113000000002,16.15186615,1,0.9314556500000001,8.075933075,1
71,260748680.0,0.48214425,4.63320465,1,0.241072125,2.316602325,1
72,260750007.0,0.08323385,16.34491635,1,0.041616925,8.172458175,1
73,260750032.0,0.001135,17.76061775,1,0.0005675,8.880308875,1
74,260788681.1,1.8145711,16.47361645,1,0.90728555,8.236808225,1
75,260788955.6,1.91280055,17.05276705,1,0.956400275,8.526383525,1
76,260796911.2,0.18054765,12.93436295,1,0.090273825,6.467181475,1
77,260798833.6,0.0891139,16.47361645,1,0.04455695,8.236808225,1
78,260798864.5,0.0014199999999999998,15.05791505,1,0.0007099999999999999,7.528957525,1
79,260837708.7,1.82370305,16.602316599999998,1,0.911851525,8.301158299999999,1
80,260837968.1,1.9273361,16.4092664,1,0.96366805,8.2046332,1
81,261235279.0,16.8496133,0.77220075,1,8.42480665,0.386100375,1
82,261237201.5,0.089094,16.47361645,1,0.044547,8.236808225,1
83,261237224.4,0.0010550000000000002,14.47876445,1,0.0005275000000000001,7.239382225,1
84,261274982.3,1.76803195,16.4092664,1,0.884015975,8.2046332,1
85,261275260.8,1.87218035,17.18146715,1,0.936090175,8.590733575,1
86,261302719.2,0.6708571,3.6036036,1,0.33542855,1.8018018,1
87,261304713.2,0.09256585,16.4092664,1,0.046282925,8.2046332,1
88,261304736.5,0.00107,19.4980695,1,0.000535,9.74903475,1
89,261342545.7,1.7704346000000002,16.53796655,1,0.8852173000000001,8.268983275,1
90,261342816.4,1.87758455,17.6319176,1,0.938792275,8.8159588,1
91,261378815.2,0.85354875,3.024453,1,0.426774375,1.5122265,1
92,261380641.7,0.0845832,16.47361645,1,0.0422916,8.236808225,1
93,261380664.8,0.0010550000000000002,14.47876445,1,0.0005275000000000001,7.239382225,1
94,261418433.3,1.77333985,16.53796655,1,0.886669925,8.268983275,1
95,261421365.2,1.9972504,2.1235521,1,0.9986252,1.06177605,1
96,261436519.6,0.35876779999999997,5.9845559999999995,1,0.17938389999999999,2.9922779999999998,1
97,261438020.1,0.0870605,16.28056625,1,0.04353025,8.140283125,1
98,261438043.9,0.0010949999999999998,19.4980695,1,0.0005474999999999999,9.74903475,1
99,261475579.1,1.7624077,16.85971685,1,0.88120385,8.429858425,1
100,261475886.0,1.86577165,14.54311455,1,0.932885825,7.271557275,1
101,261515866.1,0.9340161,3.47490345,1,0.46700805,1.737451725,1
102,261517896.9,0.09417045,16.602316599999998,1,0.047085225,8.301158299999999,1
103,261517920.2,0.00105,16.28056625,1,0.000525,8.140283125,1
104,261555782.2,1.77770945,16.53796655,1,0.888854725,8.268983275,1
105,261556026.3,1.88534255,16.0875161,1,0.942671275,8.04375805,1
106,261598493.3,1.02263765,1.73745175,1,0.511318825,0.868725875,1
107,261600461.9,0.09127275,16.4092664,1,0.045636375,8.2046332,1
108,261600486.9,0.001155,13.06306305,1,0.0005775,6.531531525,1
109,261638840.7,1.7959358,16.15186615,1,0.8979679,8.075933075,1
110,261640942.0,1.95402495,3.6036036,1,0.977012475,1.8018018,1
111,261661793.1,0.50637855,4.1827542,1,0.253189275,2.0913771,1
112,261663589.1,0.08316145,16.28056625,1,0.041580725,8.140283125,1
113,261663611.9,0.001035,14.47876445,1,0.0005175,7.239382225,1
114,261702112.0,1.80278595,16.4092664,1,0.901392975,8.2046332,1
