i,Timestamp,Latency,Cost,Reliability,predLatency,predCost,predReliability
0,0.0,0.2660305,13.96396395,1,0.4788549,25.13513511,1
1,1762.5572719999998,0.08171075,16.34491635,1,0.14707935,29.420849429999997,1
2,1787.950629,0.00117,13.06306305,1,0.0021060000000000002,23.51351349,1
3,38664.266560000004,1.7267531999999999,16.4092664,1,3.10815576,29.53667952,1
4,38916.14088,0.011759200000000001,16.47361645,1,0.02116656,29.652509610000003,1
5,81828.77476,2.01422855,2.1235521,1,3.62561139,3.82239378,1
6,83913.61456,0.0966012,16.7953668,1,0.17388216,30.23166024,1
7,83949.4879,0.001645,17.37451735,1,0.002961,31.274131230000002,1
8,120933.3984,1.73658435,16.731016699999998,1,3.12585183,30.115830059999997,1
9,121188.5713,0.01191085,16.602316599999998,1,0.021439530000000002,29.884169879999998,1
10,153827.2064,1.52833175,2.63835265,1,2.75099715,4.74903477,1
11,155728.4756,0.08808785,16.4092664,1,0.15855813,29.53667952,1
12,155751.0913,0.0010400000000000001,16.28056625,1,0.0018720000000000002,29.30501925,1
13,191945.7008,1.6996354,16.4092664,1,3.05934372,29.53667952,1
14,192198.658,0.0118258,16.28056625,1,0.02128644,29.30501925,1
15,227908.9559,1.6721650000000001,3.024453,1,3.0098970000000005,5.4440154,1
16,229932.3217,0.09362715,16.34491635,1,0.16852887000000003,29.420849429999997,1
17,229960.7222,0.0013050000000000002,16.28056625,1,0.0023490000000000004,29.30501925,1
18,266935.1655,1.7361427,16.4092664,1,3.12505686,29.53667952,1
19,267846.0317,0.0120375,16.9240669,1,0.0216675,30.46332042,1
20,281824.8436,0.6851341,5.9845559999999995,1,1.23324138,10.7722008,1
21,283616.0568,0.08302310000000002,16.28056625,1,0.14944158000000005,29.30501925,1
22,283639.3827,0.001075,19.4980695,1,0.001935,35.0965251,1
23,321927.4417,1.76323595,16.602316599999998,1,3.1738247100000003,29.884169879999998,1
24,86721496.68,0.01417885,14.67181465,1,0.02552193,26.40926637,1
25,86762003.02,1.90155205,4.118404099999999,1,3.42279369,7.413127379999999,1
26,86764030.68,0.09398089999999999,16.216216199999998,1,0.16916562,29.189189159999998,1
27,86764059.71,0.00133,17.76061775,1,0.0023940000000000003,31.969111950000002,1
28,86802499.93,1.79997055,16.34491635,1,3.23994699,29.420849429999997,1
29,86802752.77,0.011788799999999999,16.47361645,1,0.021219839999999997,29.652509610000003,1
30,86836968.14,1.6069719,2.05920205,1,2.89254942,3.7065636900000003,1
31,86838774.83,0.08373565,16.34491635,1,0.15072417,29.420849429999997,1
32,86838802.09,0.001255,13.06306305,1,0.002259,23.51351349,1
33,86876013.91,1.7472668000000002,16.731016699999998,1,3.1450802400000004,30.115830059999997,1
34,86876281.37,0.01247905,16.602316599999998,1,0.02246229,29.884169879999998,1
35,86897206.2,0.9798228000000001,4.05405405,1,1.7636810400000003,7.297297290000001,1
36,86899010.51,0.08350535,16.28056625,1,0.15030963000000003,29.30501925,1
37,86899033.7,0.001065,19.4980695,1,0.001917,35.0965251,1
38,86936936.16,1.74300775,16.47361645,1,3.13741395,29.652509610000003,1
39,173336403.2,0.011620700000000001,15.76576575,1,0.020917260000000003,28.378378350000002,1
40,173342845.1,0.30164925,13.706563699999998,1,0.5429686499999999,24.67181466,1
41,173344827.8,0.09200175,16.34491635,1,0.16560315,29.420849429999997,1
42,173344850.1,0.001025,13.06306305,1,0.0018450000000000003,23.51351349,1
43,173381271.5,1.7054527,16.7953668,1,3.06981486,30.23166024,1
44,173384329.5,0.14316825,1.8018018,1,0.25770285,3.24324324,1
45,173968342.8,27.39500395,0.57915055,0,49.31100711,1.0424709900000002,0
46,173996275.8,0.67146055,3.7323037000000006,1,1.20862899,6.718146660000001,1
47,173998794.2,0.08356419999999999,16.34491635,1,0.15041555999999998,29.420849429999997,1
48,260398379.3,0.001085,14.47876445,1,0.001953,26.06177601,1
49,260437352.4,1.8379218000000002,16.47361645,1,3.3082592400000004,29.652509610000003,1
50,260437601.1,1.9350923,16.28056625,1,3.4831661400000002,29.30501925,1
51,260472610.0,0.8461271999999999,3.024453,1,1.5230289599999998,5.4440154,1
52,260474712.4,0.09739895,16.4092664,1,0.17531811,29.53667952,1
53,260474737.2,0.0011300000000000001,13.06306305,1,0.0020340000000000002,23.51351349,1
54,260512584.4,1.77220985,16.731016699999998,1,3.1899777300000003,30.115830059999997,1
55,260512847.7,1.8841674,16.731016699999998,1,3.39150132,30.115830059999997,1
56,260527678.9,0.347585,5.85585585,1,0.625653,10.540540530000001,1
57,260529355.7,0.09139995,16.34491635,1,0.16451991,29.420849429999997,1
58,260529608.1,0.001155,13.06306305,1,0.002079,23.51351349,1
59,260568022.5,1.82060495,16.47361645,1,3.2770889100000002,29.652509610000003,1
60,260568303.8,1.92726055,16.4092664,1,3.46906899,29.53667952,1
61,260607706.3,0.93413095,3.28185325,1,1.6814357100000001,5.907335850000001,1
62,260609512.4,0.0835928,16.34491635,1,0.15046704,29.420849429999997,1
63,260609535.1,0.001045,14.47876445,1,0.0018809999999999999,26.06177601,1
64,260647264.6,1.77150715,16.731016699999998,1,3.18871287,30.115830059999997,1
65,260647547.9,1.8704223000000002,16.731016699999998,1,3.3667601400000002,30.115830059999997,1
66,260688293.9,0.99779055,1.54440155,1,1.7960229900000002,2.77992279,1
67,260690298.3,0.09302250000000001,16.28056625,1,0.16744050000000002,29.30501925,1
68,260690323.0,0.001135,14.47876445,1,0.002043,26.06177601,1
69,260727724.7,1.75615875,16.4092664,1,3.1610857500000002,29.53667952,1
70,260727975.0,1.8629113000000002,16.15186615,1,3.35324034,29.073359070000002,1
71,260748680.0,0.48214425,4.63320465,1,0.86785965,8.33976837,1
72,260750007.0,0.08323385,16.34491635,1,0.14982093,29.420849429999997,1
73,260750032.0,0.001135,17.76061775,1,0.002043,31.969111950000002,1
74,260788681.1,1.8145711,16.47361645,1,3.26622798,29.652509610000003,1
75,260788955.6,1.91280055,17.05276705,1,3.44304099,30.69498069,1
76,260796911.2,0.18054765,12.93436295,1,0.32498577,23.281853310000002,1
77,260798833.6,0.0891139,16.47361645,1,0.16040502,29.652509610000003,1
78,260798864.5,0.0014199999999999998,15.05791505,1,0.0025559999999999997,27.10424709,1
79,260837708.7,1.82370305,16.602316599999998,1,3.28266549,29.884169879999998,1
80,260837968.1,1.9273361,16.4092664,1,3.46920498,29.53667952,1
81,261235279.0,16.8496133,0.77220075,1,30.329303940000003,1.38996135,1
82,261237201.5,0.089094,16.47361645,1,0.16036920000000002,29.652509610000003,1
83,261237224.4,0.0010550000000000002,14.47876445,1,0.0018990000000000003,26.06177601,1
84,261274982.3,1.76803195,16.4092664,1,3.18245751,29.53667952,1
85,261275260.8,1.87218035,17.18146715,1,3.3699246300000003,30.92664087,1
86,261302719.2,0.6708571,3.6036036,1,1.20754278,6.48648648,1
87,261304713.2,0.09256585,16.4092664,1,0.16661853000000001,29.53667952,1
88,261304736.5,0.00107,19.4980695,1,0.001926,35.0965251,1
89,261342545.7,1.7704346000000002,16.53796655,1,3.1867822800000005,29.768339790000002,1
90,261342816.4,1.87758455,17.6319176,1,3.37965219,31.737451680000003,1
91,261378815.2,0.85354875,3.024453,1,1.53638775,5.4440154,1
92,261380641.7,0.0845832,16.47361645,1,0.15224976,29.652509610000003,1
93,261380664.8,0.0010550000000000002,14.47876445,1,0.0018990000000000003,26.06177601,1
94,261418433.3,1.77333985,16.53796655,1,3.19201173,29.768339790000002,1
95,261421365.2,1.9972504,2.1235521,1,3.59505072,3.82239378,1
96,261436519.6,0.35876779999999997,5.9845559999999995,1,0.64578204,10.7722008,1
97,261438020.1,0.0870605,16.28056625,1,0.1567089,29.30501925,1
98,261438043.9,0.0010949999999999998,19.4980695,1,0.0019709999999999997,35.0965251,1
99,261475579.1,1.7624077,16.85971685,1,3.17233386,30.347490330000003,1
100,261475886.0,1.86577165,14.54311455,1,3.35838897,26.177606190000002,1
101,261515866.1,0.9340161,3.47490345,1,1.68122898,6.25482621,1
102,261517896.9,0.09417045,16.602316599999998,1,0.16950681,29.884169879999998,1
103,261517920.2,0.00105,16.28056625,1,0.00189,29.30501925,1
104,261555782.2,1.77770945,16.53796655,1,3.19987701,29.768339790000002,1
105,261556026.3,1.88534255,16.0875161,1,3.39361659,28.95752898,1
106,261598493.3,1.02263765,1.73745175,1,1.8407477700000001,3.12741315,1
107,261600461.9,0.09127275,16.4092664,1,0.16429095,29.53667952,1
108,261600486.9,0.001155,13.06306305,1,0.002079,23.51351349,1
109,261638840.7,1.7959358,16.15186615,1,3.2326844400000003,29.073359070000002,1
110,261640942.0,1.95402495,3.6036036,1,3.51724491,6.48648648,1
111,261661793.1,0.50637855,4.1827542,1,0.91148139,7.528957559999999,1
112,261663589.1,0.08316145,16.28056625,1,0.14969061,29.30501925,1
113,261663611.9,0.001035,14.47876445,1,0.0018629999999999999,26.06177601,1
114,261702112.0,1.80278595,16.4092664,1,3.2450147100000004,29.53667952,1
115,261702407.7,1.9018110000000001,16.53796655,1,3.4232598000000003,29.768339790000002,1
116,261708625.0,0.1561366,14.993565,1,0.28104587999999997,26.988417000000002,1
117,261710475.5,0.0858364,16.34491635,1,0.15450551999999998,29.420849429999997,1
118,261710499.1,0.001085,21.6216216,1,0.001953,38.91891888,1
119,261748942.8,1.8049553,16.731016699999998,1,3.24891954,30.115830059999997,1
120,261749255.3,1.90735785,16.66666665,1,3.43324413,29.99999997,1
121,262184352.1,2.0205354,0.7078506999999999,1,3.6369637200000002,1.2741312599999999,1
122,262186577.9,0.10314725,16.4092664,1,0.18566505,29.53667952,1
123,262186605.4,0.001265,17.76061775,1,0.0022770000000000004,31.969111950000002,1
124,262225075.0,1.80615645,16.731016699999998,1,3.25108161,30.115830059999997,1
125,262227390.0,2.0200923,2.1879022,1,3.63616614,3.9382239599999997,1
126,262254808.0,0.6526384,3.34620335,1,1.17474912,6.0231660300000005,1
127,262256566.2,0.0862289,16.53796655,1,0.15521202,29.768339790000002,1
128,262256591.7,0.001175,14.47876445,1,0.002115,26.06177601,1
129,262294741.6,1.78638715,16.47361645,1,3.21549687,29.652509610000003,1
130,262294999.7,1.88681475,15.95881595,1,3.3962665500000004,28.72586871,1
131,262330531.3,0.8489049999999999,3.28185325,1,1.5280289999999999,5.907335850000001,1
132,262332370.8,0.08520745,16.4092664,1,0.15337341000000002,29.53667952,1
133,262332395.7,0.001145,17.76061775,1,0.002061,31.969111950000002,1
134,262369998.2,1.76075195,16.28056625,1,3.16935351,29.30501925,1
135,262371085.3,1.8599871,16.15186615,1,3.3479767799999998,29.073359070000002,1
136,262384430.1,0.34301240000000005,5.66280565,1,0.6174223200000001,10.193050170000001,1
137,262386384.2,0.09059110000000001,16.216216199999998,1,0.16306398000000003,29.189189159999998,1
138,262386407.0,0.001045,19.4980695,1,0.0018809999999999999,35.0965251,1
139,262424076.3,1.7638823000000001,16.34491635,1,3.1749881400000004,29.420849429999997,1
140,262426907.2,1.9890265999999999,1.994852,1,3.58024788,3.5907336,1
141,262466699.4,0.94781945,3.6036036,1,1.70607501,6.48648648,1
142,262468606.9,0.08828555,16.34491635,1,0.15891399,29.420849429999997,1
143,262468631.0,0.0011099999999999999,21.6216216,1,0.0019979999999999998,38.91891888,1
144,262506261.5,1.7668741000000001,16.28056625,1,3.1803733800000002,29.30501925,1
145,262506596.3,1.87301785,11.9047619,1,3.37143213,21.42857142,1
146,262547573.3,1.0059911,1.6087516000000002,1,1.8107839799999998,2.8957528800000003,1
147,262549338.6,0.0818044,16.28056625,1,0.14724792,29.30501925,1
148,262549362.0,0.001075,19.4980695,1,0.001935,35.0965251,1
149,262586903.8,1.76272395,16.602316599999998,1,3.17290311,29.884169879999998,1
150,262587242.9,1.8623703999999999,13.5135135,1,3.35226672,24.3243243,1
151,262607744.9,0.49188075,3.7966538,1,0.88538535,6.83397684,1
152,262609541.7,0.08323995,16.34491635,1,0.14983190999999998,29.420849429999997,1
153,262609568.8,0.001245,21.6216216,1,0.002241,38.91891888,1
154,262648309.7,1.8188711,16.34491635,1,3.27396798,29.420849429999997,1
155,262648568.7,1.9164164000000001,16.9240669,1,3.44954952,30.46332042,1
156,262654882.9,0.1587608,14.9292149,1,0.28576944000000004,26.87258682,1
157,262656668.5,0.08277739999999999,16.28056625,1,0.14899932,29.30501925,1
158,262656693.4,0.00115,19.4980695,1,0.0020700000000000002,35.0965251,1
159,262692939.1,1.70202995,16.7953668,1,3.06365391,30.23166024,1
160,262693926.6,1.7980927,16.47361645,1,3.23656686,29.652509610000003,1
161,262938025.7,0.73571185,0.83655085,1,1.32428133,1.50579153,1
162,262939902.7,0.08695189999999998,16.28056625,1,0.15651342,29.30501925,1
163,262939926.4,0.001085,19.4980695,1,0.001953,35.0965251,1
